Year,Country,Region,Rank,Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Latitude,Longitude,Size,Continent
2018,Finland,Western Europe,1,7.632,1.305,1.592,0.874,0.681,0.393,0.202,2.584999999999999,61.92411,25.748151,17,Europe
2018,Norway,Western Europe,2,7.594,1.456,1.582,0.861,0.686,0.34,0.286,2.3830000000000005,60.472024,8.468946,17,Europe
2018,Denmark,Western Europe,3,7.555,1.351,1.59,0.868,0.683,0.408,0.284,2.371,56.26392,9.501785,17,Europe
2018,Iceland,Western Europe,4,7.495,1.343,1.644,0.914,0.677,0.138,0.353,2.426,64.963051,-19.020835,17,Europe
2018,Switzerland,Western Europe,5,7.487,1.42,1.549,0.927,0.66,0.357,0.256,2.3180000000000005,46.818188,8.227512,17,Europe
2018,Netherlands,Western Europe,6,7.441,1.361,1.488,0.878,0.638,0.295,0.333,2.4480000000000004,52.132633,5.291266,17,Europe
2018,Canada,North America,7,7.328,1.33,1.532,0.896,0.653,0.291,0.321,2.305,56.130366,-106.346771,17,North America
2018,New Zealand,Australia and New Zealand,8,7.324,1.268,1.601,0.876,0.669,0.389,0.365,2.1559999999999997,-40.900557,174.885971,17,Oceania
2018,Sweden,Western Europe,9,7.314,1.355,1.501,0.913,0.659,0.383,0.285,2.218,60.128161,18.643501,17,Europe
2018,Australia,Australia and New Zealand,10,7.272,1.34,1.573,0.91,0.647,0.302,0.361,2.1389999999999993,-25.274398,133.775136,17,Oceania
2018,United Kingdom,Western Europe,11,7.19,1.244,1.433,0.888,0.464,0.082,0.262,2.817000000000001,55.378051,-3.435973,17,Europe
2018,Austria,Western Europe,12,7.139,1.341,1.504,0.891,0.617,0.224,0.242,2.3200000000000003,47.516231,14.550072,17,Europe
2018,Costa Rica,Latin America and Caribbean,13,7.072,1.01,1.459,0.817,0.632,0.101,0.143,2.9099999999999997,9.748917,-83.753428,17,South America
2018,Ireland,Western Europe,14,6.977,1.448,1.583,0.876,0.614,0.306,0.307,1.843,53.41291,-8.24389,17,Europe
2018,Germany,Western Europe,15,6.965,1.34,1.474,0.861,0.586,0.28,0.273,2.1510000000000002,51.165691,10.451526,17,Europe
2018,Belgium,Western Europe,16,6.927,1.324,1.483,0.894,0.583,0.24,0.188,2.2149999999999985,50.503887,4.469936,17,Europe
2018,Luxembourg,Western Europe,17,6.91,1.576,1.52,0.896,0.632,0.321,0.196,1.7689999999999997,49.815273,6.129583,17,Europe
2018,United States,North America,18,6.886,1.398,1.471,0.819,0.547,0.133,0.291,2.2270000000000003,37.09024,-95.712891,17,North America
2018,Israel,Middle East and Northern Africa,19,6.814,1.301,1.559,0.883,0.533,0.272,0.354,1.912,31.046051,34.851612,17,Africa
2018,United Arab Emirates,Middle East and Northern Africa,20,6.774,2.096,0.776,0.67,0.284,0.0,0.186,2.7620000000000005,23.424076,53.847818,17,Africa
2018,Czech Republic,Central and Eastern Europe,21,6.711,1.233,1.489,0.854,0.543,0.034,0.064,2.4939999999999998,49.817492,15.472962,14,Europe
2018,Malta,Western Europe,22,6.627,1.27,1.525,0.884,0.645,0.142,0.376,1.7849999999999997,35.937496,14.375416,14,Europe
2018,France,Western Europe,23,6.489,1.293,1.466,0.908,0.52,0.176,0.098,2.0279999999999996,46.227638,2.213749,14,Europe
2018,Mexico,Latin America and Caribbean,24,6.488,1.038,1.252,0.761,0.479,0.095,0.069,2.794,23.634501,-102.552784,14,South America
2018,Chile,Latin America and Caribbean,25,6.476,1.131,1.331,0.808,0.431,0.061,0.197,2.5169999999999995,-35.675147,-71.542969,14,South America
2018,Taiwan,Eastern Asia,26,6.441,1.365,1.436,0.857,0.418,0.078,0.151,2.1359999999999997,23.69781,120.960515,14,Asia
2018,Panama,Latin America and Caribbean,27,6.43,1.112,1.438,0.759,0.597,0.063,0.125,2.336,8.537981,-80.782127,14,South America
2018,Brazil,Latin America and Caribbean,28,6.419,0.986,1.474,0.675,0.493,0.088,0.11,2.593,-14.235004,-51.92528,14,South America
2018,Argentina,Latin America and Caribbean,29,6.388,1.073,1.468,0.744,0.57,0.054,0.062,2.4170000000000003,-38.416097,-63.616672,14,South America
2018,Guatemala,Latin America and Caribbean,30,6.382,0.781,1.268,0.608,0.604,0.071,0.179,2.871,15.783471,-90.230759,14,South America
2018,Uruguay,Latin America and Caribbean,31,6.379,1.093,1.459,0.771,0.625,0.155,0.13,2.146,-32.522779,-55.765835,14,South America
2018,Qatar,Middle East and Northern Africa,32,6.374,1.649,1.303,0.748,0.654,0.171,0.256,1.5929999999999995,25.354826,51.183884,14,Africa
2018,Saudi Arabia,Middle East and Northern Africa,33,6.371,1.379,1.331,0.633,0.509,0.127,0.098,2.2940000000000014,23.885942,45.079162,14,Africa
2018,Singapore,Southeastern Asia,34,6.343,1.529,1.451,1.008,0.631,0.457,0.261,1.0059999999999998,1.352083,103.819836,14,Asia
2018,Malaysia,Southeastern Asia,35,6.322,1.161,1.258,0.669,0.356,0.059,0.311,2.5079999999999996,4.210484,101.975766,14,Asia
2018,Spain,Western Europe,36,6.31,1.251,1.538,0.965,0.449,0.074,0.142,1.8909999999999996,40.463667,-3.74922,14,Europe
2018,Colombia,Latin America and Caribbean,37,6.26,0.96,1.439,0.635,0.531,0.039,0.099,2.5569999999999995,4.570868,-74.297333,14,South America
2018,Trinidad and Tobago,Latin America and Caribbean,38,6.192,1.223,1.492,0.564,0.575,0.019,0.171,2.148,10.691803,-61.222503,14,South America
2018,Slovakia,Central and Eastern Europe,39,6.173,1.21,1.537,0.776,0.354,0.014,0.118,2.1640000000000006,48.669026,19.699024,14,Europe
2018,El Salvador,Latin America and Caribbean,40,6.167,0.806,1.231,0.639,0.461,0.082,0.065,2.883,13.794185,-88.89653,14,South America
2018,Nicaragua,Latin America and Caribbean,41,6.141,0.668,1.319,0.7,0.527,0.128,0.208,2.5909999999999993,12.865416,-85.207229,11,South America
2018,Poland,Central and Eastern Europe,42,6.123,1.176,1.448,0.781,0.546,0.064,0.108,1.9999999999999996,51.919438,19.145136,11,Europe
2018,Bahrain,Middle East and Northern Africa,43,6.105,1.338,1.366,0.698,0.594,0.123,0.243,1.7430000000000003,25.930414,50.637772,11,Africa
2018,Uzbekistan,Central and Eastern Europe,44,6.096,0.719,1.584,0.605,0.724,0.259,0.328,1.8769999999999996,41.377491,64.585262,11,Europe
2018,Kuwait,Middle East and Northern Africa,45,6.083,1.474,1.301,0.675,0.554,0.106,0.167,1.8059999999999996,29.31166,47.481766,11,Africa
2018,Thailand,Southeastern Asia,46,6.072,1.016,1.417,0.707,0.637,0.029,0.364,1.9020000000000006,15.870032,100.992541,11,Asia
2018,Italy,Western Europe,47,6.0,1.264,1.501,0.946,0.281,0.028,0.137,1.8429999999999995,41.87194,12.56738,11,Europe
2018,Ecuador,Latin America and Caribbean,48,5.973,0.889,1.33,0.736,0.556,0.12,0.114,2.2279999999999998,-1.831239,-78.183406,11,South America
2018,Belize,Central America,49,5.956,0.807,1.101,0.474,0.593,0.089,0.183,2.709,17.189877,-88.49765,11,North America
2018,Lithuania,Central and Eastern Europe,50,5.952,1.197,1.527,0.716,0.35,0.006,0.026,2.13,55.169438,23.881275,11,Europe
2018,Slovenia,Central and Eastern Europe,51,5.948,1.219,1.506,0.856,0.633,0.051,0.16,1.5230000000000001,46.151241,14.995463,11,Europe
2018,Romania,Central and Eastern Europe,52,5.945,1.116,1.219,0.726,0.528,0.001,0.088,2.2670000000000003,45.943161,24.96676,11,Europe
2018,Latvia,Central and Eastern Europe,53,5.933,1.148,1.454,0.671,0.363,0.066,0.092,2.1390000000000002,56.879635,24.603189,11,Europe
2018,Japan,Eastern Asia,54,5.915,1.294,1.462,0.988,0.553,0.15,0.079,1.389000000000001,36.204824,138.252924,11,Asia
2018,Mauritius,Sub-Saharan Africa,55,5.891,1.09,1.387,0.684,0.584,0.05,0.245,1.851,-20.348404,57.552152,11,Africa
2018,Jamaica,Latin America and Caribbean,56,5.89,0.819,1.493,0.693,0.575,0.031,0.096,2.1829999999999994,18.109581,-77.297508,11,South America
2018,South Korea,Eastern Asia,57,5.875,1.266,1.204,0.955,0.244,0.051,0.175,1.9800000000000002,35.907757,127.766922,11,Asia
2018,North Cyprus,Western Europe,58,5.835,1.229,1.211,0.909,0.495,0.154,0.179,1.6579999999999997,35.248,33.6577,11,Europe
2018,Russia,Central and Eastern Europe,59,5.81,1.151,1.479,0.599,0.399,0.025,0.065,2.0919999999999996,61.52401,105.318756,11,Europe
2018,Kazakhstan,Central and Eastern Europe,60,5.79,1.143,1.516,0.631,0.454,0.121,0.148,1.777,48.019573,66.923684,11,Europe
2018,Cyprus,Western Europe,61,5.762,1.229,1.191,0.909,0.423,0.035,0.202,1.773,35.126413,33.429859,10,Europe
2018,Bolivia,Latin America and Caribbean,62,5.752,0.751,1.223,0.508,0.606,0.054,0.141,2.469,-16.290154,-63.588653,10,South America
2018,Estonia,Central and Eastern Europe,63,5.739,1.2,1.532,0.737,0.553,0.174,0.086,1.4569999999999996,58.595272,25.013607,10,Europe
2018,Paraguay,Latin America and Caribbean,64,5.681,0.835,1.522,0.615,0.541,0.074,0.162,1.932,-23.442503,-58.443832,10,South America
2018,Peru,Latin America and Caribbean,65,5.663,0.934,1.249,0.674,0.53,0.034,0.092,2.15,-9.189967,-75.015152,10,South America
2018,Kosovo,Central and Eastern Europe,66,5.662,0.855,1.23,0.578,0.448,0.023,0.274,2.2540000000000004,42.602636,20.902977,10,Europe
2018,Moldova,Central and Eastern Europe,67,5.64,0.657,1.301,0.62,0.232,0.0,0.171,2.6589999999999994,47.411631,28.369885,10,Europe
2018,Turkmenistan,Central and Eastern Europe,68,5.636,1.016,1.533,0.517,0.417,0.037,0.199,1.9170000000000005,38.969719,59.556278,10,Europe
2018,Hungary,Central and Eastern Europe,69,5.62,1.171,1.401,0.732,0.259,0.022,0.061,1.9740000000000002,47.162494,19.503304,10,Europe
2018,Libya,Middle East and Northern Africa,70,5.566,0.985,1.35,0.553,0.496,0.148,0.116,1.9179999999999993,26.3351,17.228331,10,Africa
2018,Philippines,Southeastern Asia,71,5.524,0.775,1.312,0.513,0.643,0.105,0.12,2.0559999999999996,12.879721,121.774017,10,Asia
2018,Honduras,Latin America and Caribbean,72,5.504,0.62,1.205,0.622,0.459,0.074,0.197,2.3269999999999995,15.199999,-86.241905,10,South America
2018,Belarus,Central and Eastern Europe,73,5.483,1.039,1.498,0.7,0.307,0.154,0.101,1.6839999999999997,53.709807,27.953389,10,Europe
2018,Turkey,Middle East and Northern Africa,74,5.483,1.148,1.38,0.686,0.324,0.109,0.106,1.73,38.963745,35.243322,10,Africa
2018,Pakistan,Southern Asia,75,5.472,0.652,0.81,0.424,0.334,0.113,0.216,2.9229999999999996,30.375321,69.345116,10,Asia
2018,Hong Kong,Eastern Asia,76,5.43,1.405,1.29,1.03,0.524,0.291,0.246,0.6439999999999995,22.396428,114.109497,10,Asia
2018,Portugal,Western Europe,77,5.41,1.188,1.429,0.884,0.562,0.017,0.055,1.2750000000000004,39.399872,-8.224454,10,Europe
2018,Serbia,Central and Eastern Europe,78,5.398,0.975,1.369,0.685,0.288,0.043,0.134,1.9040000000000004,44.016521,21.005859,10,Europe
2018,Greece,Western Europe,79,5.358,1.154,1.202,0.879,0.131,0.044,0.0,1.9479999999999997,39.074208,21.824312,10,Europe
2018,Lebanon,Middle East and Northern Africa,80,5.358,0.965,1.179,0.785,0.503,0.136,0.214,1.5759999999999992,33.854721,35.862285,10,Africa
2018,Montenegro,Central and Eastern Europe,81,5.347,1.017,1.279,0.729,0.259,0.081,0.111,1.8710000000000002,42.708678,19.37439,9,Europe
2018,Croatia,Central and Eastern Europe,82,5.321,1.115,1.161,0.737,0.38,0.039,0.12,1.7689999999999997,45.1,15.2,9,Europe
2018,Dominican Republic,Latin America and Caribbean,83,5.302,0.982,1.441,0.614,0.578,0.106,0.12,1.4609999999999999,18.735693,-70.162651,9,South America
2018,Algeria,Middle East and Northern Africa,84,5.295,0.979,1.154,0.687,0.077,0.135,0.055,2.2079999999999997,28.033886,1.659626,9,Africa
2018,Morocco,Middle East and Northern Africa,85,5.254,0.779,0.797,0.669,0.46,0.074,0.026,2.449,31.791702,-7.09262,9,Africa
2018,China,Eastern Asia,86,5.246,0.989,1.142,0.799,0.597,0.103,0.029,1.5870000000000009,35.86166,104.195397,9,Asia
2018,Azerbaijan,Central and Eastern Europe,87,5.201,1.024,1.161,0.603,0.43,0.176,0.031,1.7759999999999996,40.143105,47.576927,9,Europe
2018,Tajikistan,Central and Eastern Europe,88,5.199,0.474,1.166,0.598,0.292,0.034,0.187,2.4480000000000004,38.861034,71.276093,9,Europe
2018,Macedonia,Central and Eastern Europe,89,5.185,0.959,1.239,0.691,0.394,0.052,0.173,1.677,41.608635,21.745275,9,Europe
2018,Jordan,Middle East and Northern Africa,90,5.161,0.822,1.265,0.645,0.468,0.134,0.13,1.697,30.585164,36.238414,9,Africa
2018,Nigeria,Sub-Saharan Africa,91,5.155,0.689,1.172,0.048,0.462,0.032,0.201,2.551,9.081999,8.675277,9,Africa
2018,Kyrgyzstan,Central and Eastern Europe,92,5.131,0.53,1.416,0.594,0.54,0.035,0.281,1.7349999999999999,41.20438,74.766098,9,Europe
2018,Bosnia and Herzegovina,Central and Eastern Europe,93,5.129,0.915,1.078,0.758,0.28,0.0,0.216,1.881999999999999,43.915886,17.679076,9,Europe
2018,Mongolia,Eastern Asia,94,5.125,0.914,1.517,0.575,0.395,0.032,0.253,1.4390000000000005,46.862496,103.846656,9,Asia
2018,Vietnam,Southeastern Asia,95,5.103,0.715,1.365,0.702,0.618,0.079,0.177,1.4469999999999998,14.058324,108.277199,9,Asia
2018,Indonesia,Southeastern Asia,96,5.093,0.899,1.215,0.522,0.538,0.018,0.484,1.4169999999999998,-0.789275,113.921327,9,Asia
2018,Bhutan,Southern Asia,97,5.082,0.796,1.335,0.527,0.541,0.171,0.364,1.3479999999999994,27.514162,90.433601,9,Asia
2018,Somalia,Horn of Africa,98,4.982,0.0,0.712,0.115,0.674,0.282,0.238,2.9610000000000003,5.1521,46.1996,9,Africa
2018,Cameroon,Sub-Saharan Africa,99,4.975,0.535,0.891,0.182,0.454,0.043,0.183,2.6869999999999994,7.369722,12.354722,9,Africa
2018,Bulgaria,Central and Eastern Europe,100,4.933,1.054,1.515,0.712,0.359,0.009,0.064,1.22,42.733883,25.48583,9,Europe
2018,Nepal,Southern Asia,101,4.88,0.425,1.228,0.539,0.526,0.078,0.302,1.782,28.394857,84.124008,7,Asia
2018,Venezuela,Latin America and Caribbean,102,4.806,0.996,1.469,0.657,0.133,0.052,0.056,1.443,6.42375,-66.58973,7,South America
2018,Gabon,Sub-Saharan Africa,103,4.758,1.036,1.164,0.404,0.356,0.052,0.032,1.714,-0.803689,11.609444,7,Africa
2018,Palestinian Territories,Middle East and Northern Africa,104,4.743,0.642,1.217,0.602,0.266,0.076,0.086,1.8539999999999999,31.952162,35.233154,7,Africa
2018,South Africa,Sub-Saharan Africa,105,4.724,0.94,1.41,0.33,0.516,0.056,0.103,1.3690000000000004,-30.559482,22.937506,7,Africa
2018,Iran,Middle East and Northern Africa,106,4.707,1.059,0.771,0.691,0.459,0.129,0.282,1.3159999999999998,32.427908,53.688046,7,Africa
2018,Ivory Coast,Sub-Saharan Africa,107,4.671,0.541,0.872,0.08,0.467,0.103,0.146,2.4619999999999997,7.539989,-5.54708,7,Africa
2018,Ghana,Sub-Saharan Africa,108,4.657,0.592,0.896,0.337,0.499,0.029,0.212,2.092,7.946527,-1.023194,7,Africa
2018,Senegal,Sub-Saharan Africa,109,4.631,0.429,1.117,0.433,0.406,0.082,0.138,2.0260000000000002,14.497401,-14.452362,7,Africa
2018,Laos,Southeastern Asia,110,4.623,0.72,1.034,0.441,0.626,0.174,0.23,1.398000000000001,19.85627,102.495496,7,Asia
2018,Tunisia,Middle East and Northern Africa,111,4.592,0.9,0.906,0.69,0.271,0.063,0.04,1.7219999999999998,33.886917,9.537499,7,Africa
2018,Albania,Central and Eastern Europe,112,4.586,0.916,0.817,0.79,0.419,0.032,0.149,1.4630000000000005,41.153332,20.168331,7,Europe
2018,Sierra Leone,Sub-Saharan Africa,113,4.571,0.256,0.813,0.0,0.355,0.053,0.238,2.856,8.460555,-11.779889,7,Africa
2018,Congo (Brazzaville),Sub-Saharan Africa,114,4.559,0.682,0.811,0.343,0.514,0.077,0.091,2.0410000000000004,-4.038333,21.758664,7,Africa
2018,Bangladesh,Southern Asia,115,4.5,0.532,0.85,0.579,0.58,0.144,0.153,1.6619999999999997,23.684994,90.356331,7,Asia
2018,Sri Lanka,Southern Asia,116,4.471,0.918,1.314,0.672,0.585,0.05,0.307,0.6249999999999998,7.873054,80.771797,7,Asia
2018,Iraq,Middle East and Northern Africa,117,4.456,1.01,0.971,0.536,0.304,0.095,0.148,1.3920000000000006,33.223191,43.679291,7,Africa
2018,Mali,Sub-Saharan Africa,118,4.447,0.37,1.233,0.152,0.367,0.056,0.139,2.13,17.570692,-3.996166,7,Africa
2018,Namibia,Southeast Africa,119,4.441,0.874,1.281,0.365,0.519,0.064,0.051,1.2869999999999997,-22.95764,18.49041,7,Africa
2018,Cambodia,Southeastern Asia,120,4.433,0.549,1.088,0.457,0.696,0.065,0.256,1.322,12.565679,104.990963,7,Asia
2018,Burkina Faso,Sub-Saharan Africa,121,4.424,0.314,1.097,0.254,0.312,0.128,0.175,2.1440000000000006,12.238333,-1.561593,6,Africa
2018,Egypt,Middle East and Northern Africa,122,4.419,0.885,1.025,0.553,0.312,0.107,0.092,1.4449999999999998,26.820553,30.802498,6,Africa
2018,Mozambique,Sub-Saharan Africa,123,4.417,0.198,0.902,0.173,0.531,0.158,0.206,2.248999999999999,-18.665695,35.529562,6,Africa
2018,Kenya,Sub-Saharan Africa,124,4.41,0.493,1.048,0.454,0.504,0.055,0.352,1.504,-0.023559,37.906193,6,Africa
2018,Zambia,Sub-Saharan Africa,125,4.377,0.562,1.047,0.295,0.503,0.082,0.221,1.6669999999999996,-13.133897,27.849332,6,Africa
2018,Mauritania,Sub-Saharan Africa,126,4.356,0.557,1.245,0.292,0.129,0.093,0.134,1.9060000000000001,21.00789,-10.940835,6,Africa
2018,Ethiopia,Sub-Saharan Africa,127,4.35,0.308,0.95,0.391,0.452,0.146,0.22,1.8829999999999998,9.145,40.489673,6,Africa
2018,Georgia,Central and Eastern Europe,128,4.34,0.853,0.592,0.643,0.375,0.215,0.038,1.6239999999999997,42.315407,43.356892,6,Europe
2018,Armenia,Central and Eastern Europe,129,4.321,0.816,0.99,0.666,0.26,0.028,0.077,1.4839999999999998,40.069099,45.038189,6,Europe
2018,Myanmar,Southeastern Asia,130,4.308,0.682,1.174,0.429,0.58,0.178,0.598,0.6670000000000001,21.913965,95.956223,6,Asia
2018,Chad,Sub-Saharan Africa,131,4.301,0.358,0.907,0.053,0.189,0.06,0.181,2.553,15.454166,18.732207,6,Africa
2018,Congo (Kinshasa),Sub-Saharan Africa,132,4.245,0.069,1.136,0.204,0.312,0.052,0.197,2.275,-0.228021,15.827659,6,Africa
2018,India,Southern Asia,133,4.19,0.721,0.747,0.485,0.539,0.093,0.172,1.4330000000000005,20.593684,78.96288,6,Asia
2018,Niger,Sub-Saharan Africa,134,4.166,0.131,0.867,0.221,0.39,0.099,0.175,2.283,17.607789,8.081666,6,Africa
2018,Uganda,Sub-Saharan Africa,135,4.161,0.322,1.09,0.237,0.45,0.061,0.259,1.7419999999999995,1.373333,32.290275,6,Africa
2018,Benin,Sub-Saharan Africa,136,4.141,0.378,0.372,0.24,0.44,0.067,0.163,2.481,9.30769,2.315834,6,Africa
2018,Sudan,Sub-Saharan Africa,137,4.139,0.605,1.24,0.312,0.016,0.082,0.134,1.7500000000000004,12.862807,30.217636,6,Africa
2018,Ukraine,Central and Eastern Europe,138,4.103,0.793,1.413,0.609,0.163,0.011,0.187,0.9269999999999996,48.379433,31.16558,6,Europe
2018,Togo,Sub-Saharan Africa,139,3.999,0.259,0.474,0.253,0.434,0.101,0.158,2.32,8.619543,0.824782,6,Africa
2018,Guinea,Sub-Saharan Africa,140,3.964,0.344,0.792,0.211,0.394,0.094,0.185,1.9440000000000004,9.945587,-9.696645,6,Africa
2018,Lesotho,Sub-Saharan Africa,141,3.808,0.472,1.215,0.079,0.423,0.112,0.116,1.3909999999999991,-29.609988,28.233608,5,Africa
2018,Angola,Sub-Saharan Africa,142,3.795,0.73,1.125,0.269,0.0,0.061,0.079,1.531,-11.202692,17.873887,5,Africa
2018,Madagascar,Sub-Saharan Africa,143,3.774,0.262,0.908,0.402,0.221,0.049,0.155,1.777,-18.766947,46.869107,5,Africa
2018,Zimbabwe,Sub-Saharan Africa,144,3.692,0.357,1.094,0.248,0.406,0.099,0.132,1.3559999999999999,-19.015438,29.154857,5,Africa
2018,Afghanistan,Southern Asia,145,3.632,0.332,0.537,0.255,0.085,0.036,0.191,2.1960000000000006,33.93911,67.709953,5,Asia
2018,Botswana,Sub-Saharan Africa,146,3.59,1.017,1.174,0.417,0.557,0.092,0.042,0.291,-22.328474,24.684866,5,Africa
2018,Malawi,Sub-Saharan Africa,147,3.587,0.186,0.541,0.306,0.531,0.08,0.21,1.733,-13.254308,34.301525,5,Africa
2018,Haiti,Latin America and Caribbean,148,3.582,0.315,0.714,0.289,0.025,0.104,0.392,1.7429999999999999,18.971187,-72.285215,5,South America
2018,Liberia,Sub-Saharan Africa,149,3.495,0.076,0.858,0.267,0.419,0.03,0.206,1.639,6.428055,-9.429499,5,Africa
2018,Syria,Middle East and Northern Africa,150,3.462,0.689,0.382,0.539,0.088,0.144,0.376,1.2439999999999998,34.802075,38.996815,5,Africa
2018,Rwanda,Sub-Saharan Africa,151,3.408,0.332,0.896,0.4,0.636,0.444,0.2,0.5000000000000002,-1.940278,29.873888,5,Africa
2018,Yemen,Middle East and Northern Africa,152,3.355,0.442,1.073,0.343,0.244,0.064,0.083,1.1059999999999999,15.552727,48.516388,5,Africa
2018,Tanzania,Sub-Saharan Africa,153,3.303,0.455,0.991,0.381,0.481,0.097,0.27,0.6279999999999998,-6.369028,34.888822,5,Africa
2018,South Sudan,Eastern Central Africa,154,3.254,0.337,0.608,0.177,0.112,0.106,0.224,1.6899999999999995,6.877,31.307,5,Africa
2018,Central African Republic,Sub-Saharan Africa,155,3.083,0.024,0.0,0.01,0.305,0.038,0.218,2.4880000000000004,6.611111,20.939444,5,Africa
2018,Burundi,Sub-Saharan Africa,156,2.905,0.091,0.627,0.145,0.065,0.076,0.149,1.7519999999999993,-3.373056,29.918886,5,Africa
